name_linkedin,title,company,person_location,linkedin_url,source_linkedin,full_name_normalized,name_pubmed,paper_title,publication_year,source_pubmed,company_industry,company_size,company_hq_location,company_website,company_enriched,funding_stage,last_funding_year,is_funded,person_country,company_hq_country,location_type,location_enriched,business_email,phone_number,email_domain,contact_enriched
,,,,,,bibi atika,Bibi Atika,Genome-wide identification of genes involved in beetle odoriferous defensive stink gland function recognizes Laccase2 as the phenoloxidase responsible for toxic para-benzoquinone synthesis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,bill s majdalany,Bill S Majdalany,GLP-1 receptor agonists and TIPS: A word of caution.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,bingxu zhang,Bingxu Zhang,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,bo jin,Bo Jin,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,bo you,Bo You,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,boming wu,Boming Wu,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,brandon s imber,Brandon S Imber,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,brian a cahn,Brian A Cahn,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,brian mathew,Brian Mathew,Methodologies for developing and applying consensus-based recommendations in epilepsy care: A narrative review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,brianna c theriault,Brianna C Theriault,Utilizing Machine Learning to Predict Perioperative Blood Transfusion in Pediatric Craniosynostosis Patients Undergoing Cranial Vault Remodeling.,,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,brigitte bader-meunier,Brigitte Bader-Meunier,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,c delavaud,C Delavaud,Replacing hexane with 2-methyloxolane for defatting soybean meal fed to dairy cows: Effects on ruminal and milk fatty acid profiles and health indicators.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,c wendy spearman,C Wendy Spearman,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,camille b coreil,Camille B Coreil,Efficacy and Emerging Role of Erector Spinae Plane Block for Pain Management during Labor.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,carine simar,Carine Simar,Challenges and prospects for research into health promotion in schools and the fight against cancers.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,carmen gonelle-gispert,Carmen Gonelle-Gispert,IL-6/GP130/JAK/STAT3 Pathway Activation in Pancreatic Ductal Adenocarcinoma and Its Association With Clinical Features: Protocol for a Retrospective Cross-Sectional Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,carmine coppola,Carmine Coppola,Impact of HDV infection on post-transplant outcomes in patients transplanted for HBV-related liver disease: results from a multicenter cohort study in Southern Italy.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,caroline thumerelle,Caroline Thumerelle,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,caterina matucci-cerinic,Caterina Matucci-Cerinic,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,caterina sagnelli,Caterina Sagnelli,Impact of HDV infection on post-transplant outcomes in patients transplanted for HBV-related liver disease: results from a multicenter cohort study in Southern Italy.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,catherine inizan,Catherine Inizan,Development of a competition assay to assess the in vitro fitness of dengue virus serotypes using an optimized serotype-specific qRT-PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,cecilia villegas-novoa,Cecilia Villegas-Novoa,An,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,celine steger,Celine Steger,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ceres mattos della lucia,Ceres Mattos Della Lucia,Impact of anthocyanin-rich fruits on the modulation of inflammation and oxidative stress in the gut-liver axis: a systematic review of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,cerrene n giordano,Cerrene N Giordano,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chamith s rajapakse,Chamith S Rajapakse,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chang-heng liu,Chang-Heng Liu,Pararectus vs. lateral window approach in AO B2.2 pelvic fractures: impact on short-term functional outcomes.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,changcheng zhou,Changcheng Zhou,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,changqing yang,Changqing Yang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chantal vandoorne,Chantal Vandoorne,Challenges and prospects for research into health promotion in schools and the fight against cancers.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chao fang,Chao Fang,Intratumoral microbiome: a crucial regulating factor in development and progression of colorectal cancer.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chao gao,Chao Gao,Primary Pulmonary Osteosarcoma Presenting as a 1.7-cm Subpleural Nodule in a 61-Year-Old Man: A Case Report.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chaoyang ding,Chaoyang Ding,Integrated network pharmacology and experimental validation reveal ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,charles f spurlock,Charles F Spurlock,Multiple sclerosis risk stratification and healthcare cost prediction using machine learning.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,charles j fox,Charles J Fox,The Efficacy and Safety of Serratus Anterior Plane Block for Pain Management in Patients with Rib Fractures: a Narrative Review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,charles m soto,Charles M Soto,Spatial Molecular Imaging of the Glycome Using Mass Spectrometry.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chengetayi cornelius rimayi,Chengetayi Cornelius Rimayi,Sterile Inflammation in Mouse Lung Driven by Lipid Mediator Pathways Following MWCNT Exposure.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chengsong xie,Chengsong Xie,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chenxi li,Chenxi Li,Differential Functions of Membrane-bound and Soluble TNF-α in Regulating Trophoblasts Invasion and Migration.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chenyingchun su,Chenyingchun Su,Divergent synthesis of Haplomitrium diterpenoids via a late-stage biomimetic skeletal reorganization approach.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chi-leung chiang,Chi-Leung Chiang,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chiara bazzocchi,Chiara Bazzocchi,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chiara stocchero,Chiara Stocchero,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chol seung lim,Chol Seung Lim,Sterile Inflammation in Mouse Lung Driven by Lipid Mediator Pathways Following MWCNT Exposure.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chris wallace,Chris Wallace,Semi-supervised Bayesian integration of multiple spatial proteomics datasets.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,christiane haase,Christiane Haase,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,christie mena adam,Christie Mena Adam,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,christina rapp,Christina Rapp,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,christof koch,Christof Koch,Predicting neural responses to intra- and extra-cranial electric brain stimulation by means of the reciprocity theorem.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,christopher b harmon,Christopher B Harmon,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,christopher reilly-stitt,Christopher Reilly-Stitt,Laboratory Testing of Direct Oral Anticoagulants.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,christopher s morris,Christopher S Morris,GLP-1 receptor agonists and TIPS: A word of caution.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,chu-chu zhang,Chu-Chu Zhang,Efficacy and Safety of Different Types of Traditional Chinese Medicine Preparations Combined with EGFR-TKIs for Patients with Non-Small Cell Lung Cancer: A Network Meta-analysis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,churl-su kwon,Churl-Su Kwon,Methodologies for developing and applying consensus-based recommendations in epilepsy care: A narrative review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,cinthia rames,Cinthia Rames,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,clara patricia rios-ibarra,Clara Patricia Rios-Ibarra,Liposomal nanomedicine in Cancer therapy: advances in drug delivery.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,claudia mellenthin,Claudia Mellenthin,IL-6/GP130/JAK/STAT3 Pathway Activation in Pancreatic Ductal Adenocarcinoma and Its Association With Clinical Features: Protocol for a Retrospective Cross-Sectional Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,clémence david,Clémence David,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,clément tanvet,Clément Tanvet,Development of a competition assay to assess the in vitro fitness of dengue virus serotypes using an optimized serotype-specific qRT-PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,colin b josephson,Colin B Josephson,Methodologies for developing and applying consensus-based recommendations in epilepsy care: A narrative review.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,constance bertrand,Constance Bertrand,A systematic review of gene-mediated therapy in BCG-unresponsive NMIBC: emerging evidence and future perspectives.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,cornelia schneider,Cornelia Schneider,IL-6/GP130/JAK/STAT3 Pathway Activation in Pancreatic Ductal Adenocarcinoma and Its Association With Clinical Features: Protocol for a Retrospective Cross-Sectional Study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,craig w vander kooi,Craig W Vander Kooi,Spatial Molecular Imaging of the Glycome Using Mass Spectrometry.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,cristina lecchi,Cristina Lecchi,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,curtis l cetrulo,Curtis L Cetrulo,Establishing a Swine Model to Study Whole Eye Transplant Dynamic Preservation and Transplantation.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,dabu zhu,Dabu Zhu,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,dale w porter,Dale W Porter,Sterile Inflammation in Mouse Lung Driven by Lipid Mediator Pathways Following MWCNT Exposure.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,damai santosa,Damai Santosa,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,damian hutter,Damian Hutter,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,dan song,Dan Song,Case Report: Nursing strategies for colon cancer surgery in third-trimester pregnancy.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
