name_linkedin,title,company,person_location,linkedin_url,source_linkedin,full_name_normalized,name_pubmed,paper_title,publication_year,source_pubmed
,,,,,,s brian jiang,S Brian Jiang,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed
,,,,,,saba ghaffary,Saba Ghaffary,Comparative incidence of peripheral neuropathy associated with taxane chemotherapy in patients with breast cancer: A network meta-analysis.,2025.0,PubMed
,,,,,,sabrina lehmann,Sabrina Lehmann,Genome-wide identification of genes involved in beetle odoriferous defensive stink gland function recognizes Laccase2 as the phenoloxidase responsible for toxic para-benzoquinone synthesis.,2025.0,PubMed
,,,,,,saeid fatolahi,Saeid Fatolahi,"Comparative Efficacy of Different Exercise Interventions on Intrahepatic Lipid Content, Glucose Homeostasis, and Liver Function in Adults With and Without Nonalcoholic Fatty Liver Disease: A Systematic Review With Pairwise and Network Meta-Analyses.",2025.0,PubMed
,,,,,,sahar shekoohi,Sahar Shekoohi,Efficacy of Combined Suprascapular Block and Axillary Nerve Block for Post-Operative Pain Management in Shoulder Arthroplasty: A Narrative Review.,2025.0,PubMed
,,,,,,sahar shekoohi,Sahar Shekoohi,Efficacy and Emerging Role of Erector Spinae Plane Block for Pain Management during Labor.,2025.0,PubMed
,,,,,,sahar shekoohi,Sahar Shekoohi,Efficacy and Emerging Role of Suprascapular Nerve Block for Pain Management after Shoulder Surgeries.,2025.0,PubMed
,,,,,,sahar shekoohi,Sahar Shekoohi,The Efficacy and Safety of Serratus Anterior Plane Block for Pain Management in Patients with Rib Fractures: a Narrative Review.,2025.0,PubMed
,,,,,,sahar shekoohi,Sahar Shekoohi,"Periosteal Osteosarcoma: Emerging Clinical Concepts, Evolving Treatment Options: A Narrative Review.",2025.0,PubMed
,,,,,,salim tece,Salim Tece,Investigation of Clinical and Laboratory Findings of 40-49-Year-Old Patients with Fatty Pancreas by Magnetic Resonance Imaging and Evaluation of the Potential Relationship with Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD).,2025.0,PubMed
,,,,,,salma m eraky,Salma M Eraky,Ketogenic diet attenuates high fat diet induced obesity in rats: insights into hepatic and intestinal tissues.,2025.0,PubMed
,,,,,,saman habib,Saman Habib,,2025.0,PubMed
,,,,,,samineh beheshtirouy,Samineh Beheshtirouy,Comparative incidence of peripheral neuropathy associated with taxane chemotherapy in patients with breast cancer: A network meta-analysis.,2025.0,PubMed
,,,,,,sanjarbek madaminov,Sanjarbek Madaminov,A scenario based analysis of bidirectional electric vehicle-building integration for energy optimization and carbon emission reduction.,2025.0,PubMed
,,,,,,sara k rosenkranz,Sara K Rosenkranz,"Comparative Efficacy of Different Exercise Interventions on Intrahepatic Lipid Content, Glucose Homeostasis, and Liver Function in Adults With and Without Nonalcoholic Fatty Liver Disease: A Systematic Review With Pairwise and Network Meta-Analyses.",2025.0,PubMed
,,,,,,sarah daniels,Sarah Daniels,A single session online training reduces intolerance of uncertainty and improves mental health in emerging adults.,2025.0,PubMed
,,,,,,sarah l doyle,Sarah L Doyle,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed
,,,,,,sarah peisl,Sarah Peisl,IL-6/GP130/JAK/STAT3 Pathway Activation in Pancreatic Ductal Adenocarcinoma and Its Association With Clinical Features: Protocol for a Retrospective Cross-Sectional Study.,2025.0,PubMed
,,,,,,sarangarajan ranganathan,Sarangarajan Ranganathan,Hepatic Manifestations in Systemic Juvenile Idiopathic Arthritis and Macrophage Activation Syndrome.,2025.0,PubMed
,,,,,,satish mishra,Satish Mishra,,2025.0,PubMed
,,,,,,saurabh kataria,Saurabh Kataria,Efficacy and Emerging Role of Erector Spinae Plane Block for Pain Management during Labor.,2025.0,PubMed
,,,,,,scarlett i caffee,Scarlett I Caffee,Spatial Molecular Imaging of the Glycome Using Mass Spectrometry.,2025.0,PubMed
,,,,,,sean r christensen,Sean R Christensen,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed
,,,,,,sebastian becker,Sebastian Becker,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,selemon walle,Selemon Walle,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed
,,,,,,sergei kiselev,Sergei Kiselev,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed
,,,,,,seth d tyler,Seth D Tyler,Efficacy of Combined Suprascapular Block and Axillary Nerve Block for Post-Operative Pain Management in Shoulder Arthroplasty: A Narrative Review.,2025.0,PubMed
,,,,,,sevan alwan,Sevan Alwan,mRNA vaccines encoding variant forms of Sm-TSP-2 confer protective immunity against Schistosoma mansoni.,2025.0,PubMed
,,,,,,shahab ahmadzadeh,Shahab Ahmadzadeh,Efficacy of Combined Suprascapular Block and Axillary Nerve Block for Post-Operative Pain Management in Shoulder Arthroplasty: A Narrative Review.,2025.0,PubMed
,,,,,,shahab ahmadzadeh,Shahab Ahmadzadeh,Efficacy and Emerging Role of Erector Spinae Plane Block for Pain Management during Labor.,2025.0,PubMed
,,,,,,shahab ahmadzadeh,Shahab Ahmadzadeh,Efficacy and Emerging Role of Suprascapular Nerve Block for Pain Management after Shoulder Surgeries.,2025.0,PubMed
,,,,,,shahab ahmadzadeh,Shahab Ahmadzadeh,The Efficacy and Safety of Serratus Anterior Plane Block for Pain Management in Patients with Rib Fractures: a Narrative Review.,2025.0,PubMed
,,,,,,shaila d ghanekar,Shaila D Ghanekar,Utilizing Machine Learning to Predict Perioperative Blood Transfusion in Pediatric Craniosynostosis Patients Undergoing Cranial Vault Remodeling.,,PubMed
,,,,,,shaoli liu,Shaoli Liu,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,shashank rajkumar,Shashank Rajkumar,Utilizing Machine Learning to Predict Perioperative Blood Transfusion in Pediatric Craniosynostosis Patients Undergoing Cranial Vault Remodeling.,,PubMed
,,,,,,shawn kearns,Shawn Kearns,"EXPRESS: Primary Portal Vein Hypoplasia in Cats: Clinical Findings, Diagnosis, and Outcomes in Five Cases.",2025.0,PubMed
,,,,,,sheng lin,Sheng Lin,Primary Pulmonary Osteosarcoma Presenting as a 1.7-cm Subpleural Nodule in a 61-Year-Old Man: A Case Report.,2025.0,PubMed
,,,,,,shenglong zhang,Shenglong Zhang,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed
,,,,,,sherif e elhanafi,Sherif E Elhanafi,Safety and Outcomes of Endoscopic and Radiologic Guided Placement of Percutaneous Gastrostomy Tube: A US Collaborative Network Study.,2025.0,PubMed
,,,,,,shilpi pathak,Shilpi Pathak,Unveiling Indazole: Novel Synthetic Pathways and Biological Potentials.,2025.0,PubMed
,,,,,,shiping zeng,Shiping Zeng,Case Report: Nursing strategies for colon cancer surgery in third-trimester pregnancy.,2025.0,PubMed
,,,,,,shira zelber-sagi,Shira Zelber-Sagi,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed
,,,,,,shivangi patel,Shivangi Patel,Extracorporeal management of severe methotrexate toxicity and acute kidney injury in the absence of glucarpidase.,2025.0,PubMed
,,,,,,shivani mishra,Shivani Mishra,,2025.0,PubMed
,,,,,,shiyi zeng,Shiyi Zeng,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,shu-chen liao,Shu-Chen Liao,Pararectus vs. lateral window approach in AO B2.2 pelvic fractures: impact on short-term functional outcomes.,2025.0,PubMed
,,,,,,shuaibo shao,Shuaibo Shao,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,shunsuke koga,Shunsuke Koga,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed
,,,,,,si chen,Si Chen,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed
,,,,,,si pan,Si Pan,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed
,,,,,,siham el khalifi-boulisfane,Siham El Khalifi-Boulisfane,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,sijia zhang,Sijia Zhang,Salidroside alleviates early-stage MASH through the PPARγ-mediated inflammatory signaling pathway.,2025.0,PubMed
,,,,,,sijie tang,Sijie Tang,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed
,,,,,,silvana pannain,Silvana Pannain,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed
,,,,,,sitong qian,Sitong Qian,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,siyao he,Siyao He,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed
,,,,,,sneha dutta,Sneha Dutta,Arsenic-induced oxidative damages and toxicity in young goats: potential mitigation with vitamin E and phytogenic feed additives.,2025.0,PubMed
,,,,,,sofya kuznetsova,Sofya Kuznetsova,Mycobacteriophage Yasnaya_Polyana and its engineered lytic derivative: specificity of regulatory motifs and lytic potential.,2025.0,PubMed
,,,,,,soheila jafari khouzani,Soheila Jafari Khouzani,Enhancing drug repositioning: A multi-class ensemble model for drug-target interaction prediction with action type categorization.,2025.0,PubMed
,,,,,,solvejg wastvedt,Solvejg Wastvedt,Counterfactual fairness for small subgroups.,2024.0,PubMed
,,,,,,somaiah aroori,Somaiah Aroori,The Concept of Anatomical Analogy Between the Liver and the Pancreas.,2025.0,PubMed
,,,,,,sonal kumar,Sonal Kumar,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed
,,,,,,songran liu,Songran Liu,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,songsong bao,Songsong Bao,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed
,,,,,,sonja a gennuso,Sonja A Gennuso,Efficacy and Emerging Role of Suprascapular Nerve Block for Pain Management after Shoulder Surgeries.,2025.0,PubMed
,,,,,,soroush sardari,Soroush Sardari,Enhancing drug repositioning: A multi-class ensemble model for drug-target interaction prediction with action type categorization.,2025.0,PubMed
,,,,,,sruthi panniyan kandyil,Sruthi Panniyan Kandyil,Protective effect of antioxidant triterpenes of ,2025.0,PubMed
,,,,,,stefan r bornstein,Stefan R Bornstein,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed
,,,,,,stefano volpi,Stefano Volpi,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,steffy dennis,Steffy Dennis,Protective effect of antioxidant triterpenes of ,2025.0,PubMed
,,,,,,stephanie michelin santana pereira,Stephanie Michelin Santana Pereira,Impact of anthocyanin-rich fruits on the modulation of inflammation and oxidative stress in the gut-liver axis: a systematic review of ,2025.0,PubMed
,,,,,,stephen coleman,Stephen Coleman,Semi-supervised Bayesian integration of multiple spatial proteomics datasets.,2025.0,PubMed
,,,,,,suporn chuncharunee,Suporn Chuncharunee,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed
,,,,,,surabhi shukla,Surabhi Shukla,Isoform-specific vs. pan-histone deacetylase inhibition as approaches for countering glioblastoma: an ,2025.0,PubMed
,,,,,,susanna a sechi,Susanna A Sechi,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed
,,,,,,susanne schweizer,Susanne Schweizer,A single session online training reduces intolerance of uncertainty and improves mental health in emerging adults.,2025.0,PubMed
,,,,,,sushil kumar yadav,Sushil Kumar Yadav,Arsenic-induced oxidative damages and toxicity in young goats: potential mitigation with vitamin E and phytogenic feed additives.,2025.0,PubMed
,,,,,,suzanne laberge,Suzanne Laberge,Implemented to last? Schools' strategies for promoting the sustainability of the '60 minutes a day of physical activity' initiative in Quebec primary schools.,2025.0,PubMed
,,,,,,svetlana karamycheva,Svetlana Karamycheva,Spatial-temporal genome analysis and its application for the prediction of functional systems in bacteria and archaea.,2025.0,PubMed
,,,,,,sylvain breton,Sylvain Breton,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,sylvain gautier,Sylvain Gautier,Challenges and prospects for research into health promotion in schools and the fight against cancers.,2025.0,PubMed
,,,,,,sébastien de almeida,Sébastien De Almeida,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,takashi matsumoto,Takashi Matsumoto,Iron and bile acids synergize to exacerbate congenital cholestatic liver injury via ferroptosis.,2025.0,PubMed
,,,,,,tao chen,Tao Chen,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed
,,,,,,tao wang,Tao Wang,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,tapas kumar dutta,Tapas Kumar Dutta,Arsenic-induced oxidative damages and toxicity in young goats: potential mitigation with vitamin E and phytogenic feed additives.,2025.0,PubMed
,,,,,,taskin sabit,Taskin Sabit,Hepatic Manifestations in Systemic Juvenile Idiopathic Arthritis and Macrophage Activation Syndrome.,2025.0,PubMed
,,,,,,taylor purzycki,Taylor Purzycki,Extracorporeal management of severe methotrexate toxicity and acute kidney injury in the absence of glucarpidase.,2025.0,PubMed
,,,,,,tej a patel,Tej A Patel,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed
,,,,,,teresa clavaguera poch,Teresa Clavaguera Poch,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,teresa gluth,Teresa Gluth,Persistent Impact of In Utero Nanoparticle Exposure on Metabolic and Endocrine Outcomes in Adult Rats Fed a High-Fat Diet.,2025.0,PubMed
,,,,,,thanh-tung ho,Thanh-Tung Ho,"The Effects of Lead, Cadmium and Arsenic Exposure Alone or in Combination on Neurotoxicity Through Neural Signaling Pathways.",2025.0,PubMed
,,,,,,theodore jr dacosta,Theodore Jr Dacosta,Safety and Outcomes of Endoscopic and Radiologic Guided Placement of Percutaneous Gastrostomy Tube: A US Collaborative Network Study.,2025.0,PubMed
,,,,,,thierry jo molina,Thierry Jo Molina,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,thomas h l jensen,Thomas H L Jensen,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed
,,,,,,tian xia,Tian Xia,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed
,,,,,,tina griffin,Tina Griffin,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed
,,,,,,ting zhou,Ting Zhou,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,tingting fu,Tingting Fu,STICformer: spatio-temporal intrinsic connections transformer for traffic flow prediction.,2025.0,PubMed
,,,,,,tingting yang,Tingting Yang,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,tommaso manciulli,Tommaso Manciulli,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed
,,,,,,tong zhou,Tong Zhou,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed
,,,,,,torbjørn v ness,Torbjørn V Ness,Predicting neural responses to intra- and extra-cranial electric brain stimulation by means of the reciprocity theorem.,2025.0,PubMed
,,,,,,toshiaki shibata,Toshiaki Shibata,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed
,,,,,,toshiro moroishi,Toshiro Moroishi,Iron and bile acids synergize to exacerbate congenital cholestatic liver injury via ferroptosis.,2025.0,PubMed
,,,,,,toshiya itoh,Toshiya Itoh,Hemostasis and life-saving by arterial embolization for a rupture of hepatic metastasis from choriocarcinoma after initiation of EMA/CO therapy: a case report and literature review.,2025.0,PubMed
,,,,,,travis goldsmith,Travis Goldsmith,Persistent Impact of In Utero Nanoparticle Exposure on Metabolic and Endocrine Outcomes in Adult Rats Fed a High-Fat Diet.,2025.0,PubMed
,,,,,,trenton m white,Trenton M White,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed
,,,,,,ulrike held,Ulrike Held,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed
,,,,,,umer nadir,Umer Nadir,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed
,,,,,,urvish jain,Urvish Jain,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed
,,,,,,v menoury,V Menoury,Replacing hexane with 2-methyloxolane for defatting soybean meal fed to dairy cows: Effects on ruminal and milk fatty acid profiles and health indicators.,2025.0,PubMed
,,,,,,vaclav koucky,Vaclav Koucky,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,vanja dakic,Vanja Dakic,Optimizing photopollution assessment: Insights from a reconstructed human epidermis model.,2025.0,PubMed
,,,,,,varsha allampalli,Varsha Allampalli,Efficacy of Combined Suprascapular Block and Axillary Nerve Block for Post-Operative Pain Management in Shoulder Arthroplasty: A Narrative Review.,2025.0,PubMed
,,,,,,vasileios k mavroeidis,Vasileios K Mavroeidis,The Concept of Anatomical Analogy Between the Liver and the Pancreas.,2025.0,PubMed
,,,,,,verena rathke,Verena Rathke,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed
,,,,,,verónica lira-ruan,Verónica Lira-Ruan,,2025.0,PubMed
,,,,,,vibeke backer,Vibeke Backer,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed
,,,,,,victor ho-fun lee,Victor Ho-Fun Lee,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,victoria nist,Victoria Nist,Persistent Impact of In Utero Nanoparticle Exposure on Metabolic and Endocrine Outcomes in Adult Rats Fed a High-Fat Diet.,2025.0,PubMed
,,,,,,victoria san antonio-arce,Victoria San Antonio-Arce,Methodologies for developing and applying consensus-based recommendations in epilepsy care: A narrative review.,2025.0,PubMed
,,,,,,victoria shi,Victoria Shi,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed
,,,,,,vincent bondet,Vincent Bondet,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,vinícius parzanini brilhante de são josé,Vinícius Parzanini Brilhante de São José,Impact of anthocyanin-rich fruits on the modulation of inflammation and oxidative stress in the gut-liver axis: a systematic review of ,2025.0,PubMed
,,,,,,véronique gosselin,Véronique Gosselin,Implemented to last? Schools' strategies for promoting the sustainability of the '60 minutes a day of physical activity' initiative in Quebec primary schools.,2025.0,PubMed
,,,,,,wai tong ng,Wai Tong Ng,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,walter knirsch,Walter Knirsch,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed
,,,,,,wei dai,Wei Dai,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed
,,,,,,wei xu,Wei Xu,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,wei zhang,Wei Zhang,,2025.0,PubMed
,,,,,,weijian yang,Weijian Yang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,weikang yan,Weikang Yan,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed
,,,,,,weiwei zhuang,Weiwei Zhuang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,wen guang zhao,Wen Guang Zhao,Primary Pulmonary Osteosarcoma Presenting as a 1.7-cm Subpleural Nodule in a 61-Year-Old Man: A Case Report.,2025.0,PubMed
,,,,,,wenhui chen,Wenhui Chen,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed
,,,,,,wenjing zhu,Wenjing Zhu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,wenqing bo,Wenqing Bo,,2025.0,PubMed
,,,,,,wenxuan zhong,Wenxuan Zhong,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,william g newman,William G Newman,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed
,,,,,,xia zhan,Xia Zhan,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,xia zhu,Xia Zhu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,xiangshuai gu,Xiangshuai Gu,Intratumoral microbiome: a crucial regulating factor in development and progression of colorectal cancer.,2025.0,PubMed
,,,,,,xiao-xi wang,Xiao-Xi Wang,Efficacy and Safety of Different Types of Traditional Chinese Medicine Preparations Combined with EGFR-TKIs for Patients with Non-Small Cell Lung Cancer: A Network Meta-analysis.,2025.0,PubMed
,,,,,,xiao-xue chen,Xiao-Xue Chen,Divergent synthesis of Haplomitrium diterpenoids via a late-stage biomimetic skeletal reorganization approach.,2025.0,PubMed
,,,,,,xiaodong wang,Xiaodong Wang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,xiaofei yang,Xiaofei Yang,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed
,,,,,,xiaohong yuan,Xiaohong Yuan,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed
,,,,,,xiaoju zhang,Xiaoju Zhang,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,xiaolin zhong,Xiaolin Zhong,Insulin-like growth factor 2 alleviates metabolic inflammation and associated cognitive impairment in diet-induced obesity mice.,2025.0,PubMed
,,,,,,xiaopeng li,Xiaopeng Li,Circadian disruption aggravates non-alcoholic fatty liver disease by activating RIPK1-RIPK3-MLKL axis in mice.,2025.0,PubMed
,,,,,,xiaotong cai,Xiaotong Cai,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed
,,,,,,xiaowen liang,Xiaowen Liang,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed
,,,,,,xiaoxuan chen,Xiaoxuan Chen,,2025.0,PubMed
,,,,,,xiaoying zhang,Xiaoying Zhang,Beyond existing rating scales: development of a novel nomogram for predicting severe clinical bleeding associated with low-molecular-weight heparin in hospitalized medical patients.,2025.0,PubMed
,,,,,,xiaoyu cheng,Xiaoyu Cheng,Circadian disruption aggravates non-alcoholic fatty liver disease by activating RIPK1-RIPK3-MLKL axis in mice.,2025.0,PubMed
,,,,,,xiaoyun ma,Xiaoyun Ma,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed
,,,,,,xin qian,Xin Qian,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed
,,,,,,xin yang,Xin Yang,Primary Pulmonary Osteosarcoma Presenting as a 1.7-cm Subpleural Nodule in a 61-Year-Old Man: A Case Report.,2025.0,PubMed
,,,,,,xinghan liu,Xinghan Liu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed
,,,,,,xingjie zan,Xingjie Zan,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,xinhua xiao,Xinhua Xiao,Insulin-like growth factor 2 alleviates metabolic inflammation and associated cognitive impairment in diet-induced obesity mice.,2025.0,PubMed
,,,,,,xinning zhao,Xinning Zhao,,2025.0,PubMed
,,,,,,xinyu wang,Xinyu Wang,The mechanism of CISD3 regulating NRF2-ATP7B to ameliorate alcohol-induced liver mitochondrial dysfunction and cuproptosis.,2025.0,PubMed
,,,,,,xinyuan huang,Xinyuan Huang,,2025.0,PubMed
,,,,,,xinyue liu,Xinyue Liu,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed
,,,,,,xiuchun li,Xiuchun Li,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed
,,,,,,xiujuan li,Xiujuan Li,Differential Functions of Membrane-bound and Soluble TNF-α in Regulating Trophoblasts Invasion and Migration.,2025.0,PubMed
,,,,,,xu-yuan liu,Xu-Yuan Liu,Divergent synthesis of Haplomitrium diterpenoids via a late-stage biomimetic skeletal reorganization approach.,2025.0,PubMed
